driving license_No,driving license_Yes,household car_0,household car_1,household car_2,household car_3,gender_female,gender_male,"employment_Pupil, student or apprentice/intern",employment_Unemployed,employment_Working full-time,age,monthly income,veh_time,mode,mode_enc,prob_0,prob_1,prob_2,prob_3,prob_4
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1829411256805748,3,3,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.2742264650063598,1,1,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.040960912238408,2,2,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7142857142857142,0.8888888888888888,0.1371229170999744,4,4,0.220355,0.11074581,0.02797081,0.024858579,0.6160698
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.4294736027287137,1,1,0.5230415,0.1392177,0.016658,0.016478458,0.30460435
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.2218548034979987,4,4,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.2218548034979987,1,1,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.6666666666666666,0.1268505541753072,1,1,0.029982757,0.16104844,0.018009927,0.023552125,0.7674067
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1968779263578216,1,1,0.08592373,0.522568,0.03523299,0.020770047,0.33550528
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1064427785993121,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7142857142857142,1.0,0.0723393487868561,1,1,0.07237963,0.41221237,0.024462279,0.021678822,0.46926686
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.079926626069997,1,1,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.2155310327636138,1,1,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0655897995036926,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.176287939386606,1,1,0.08592373,0.522568,0.03523299,0.020770047,0.33550528
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.6666666666666666,0.0275068544470305,4,4,0.09812781,0.22100624,0.018305456,0.022000993,0.6405595
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,1.0,0.1078570334842079,2,2,0.12973718,0.16269754,0.15330337,0.026566524,0.5276954
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.1199771823303759,1,1,0.0951033,0.26286152,0.026228257,0.018158792,0.59764814
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1428571428571428,1.0,0.0738090752359666,2,2,0.12200161,0.23826739,0.07538019,0.026020894,0.5383299
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1428571428571428,0.0,0.0712599467548475,1,1,0.06596341,0.17437021,0.07410666,0.018552786,0.6670069
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.1542613649034334,0,0,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0249624525627727,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,0.8888888888888888,0.149295402997665,1,1,0.33648255,0.123409264,0.15711144,0.024795217,0.35820153
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0443199243156703,4,4,0.07324008,0.8207543,0.018986136,0.012101532,0.07491795
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0935182206920393,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.1131882499124981,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1321208307113002,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.070833597166133,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.3526561684623612,1,1,0.090166286,0.1521746,0.015561351,0.01796963,0.7241281
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.2297649976579739,2,2,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.2036959942263455,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.3317051104568503,1,1,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1089760855500314,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.4284737862843027,1,1,0.12975298,0.46660662,0.016213195,0.019209385,0.36821783
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0882579311479699,1,1,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0804432310033737,1,1,0.5827062,0.1311131,0.043058153,0.016341029,0.22678152
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0548992615511334,4,4,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.2541998710015353,0,0,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1428571428571428,1.0,0.5350257665730005,1,1,0.30178943,0.1416436,0.016019205,0.019868905,0.5206789
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.0459045942762399,2,2,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.2471756577161268,1,1,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.7777777777777777,0.1674294713433967,1,1,0.0694336,0.27209052,0.022327298,0.0374909,0.59865767
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.1983206091003994,3,3,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,0.7777777777777777,0.0253990436285997,2,2,0.047010045,0.57811284,0.044973392,0.03288091,0.29702285
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0624898533486853,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1306976998795735,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7142857142857142,0.8888888888888888,0.267904581186546,3,3,0.070030324,0.28511673,0.022054542,0.054111652,0.5686867
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.027256503090755,2,2,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.3774184959674655,4,4,0.17294101,0.25167006,0.016952202,0.026431572,0.5320052
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0905484157798303,1,1,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0753052433168949,1,1,0.08592373,0.522568,0.03523299,0.020770047,0.33550528
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0606958320785471,4,4,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0691308678022798,4,4,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1179572526960039,4,4,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0754354093875166,1,1,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0621539701411309,1,1,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7777777777777777,0.2230513307864391,4,4,0.085476905,0.33727977,0.04243557,0.033210184,0.5015976
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1625914596250203,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.7777777777777777,0.4695030056836384,4,4,0.06577606,0.13921854,0.010982034,0.02712754,0.75689584
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.7777777777777777,0.4695030056836384,1,1,0.06577606,0.13921854,0.010982034,0.02712754,0.75689584
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.3339803570121585,1,1,0.124035135,0.123425804,0.011702318,0.020813694,0.7200231
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1945401012738783,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.1658684716088686,2,2,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.1192836667420538,4,4,0.07324008,0.8207543,0.018986136,0.012101532,0.07491795
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0903917398008769,2,2,0.289438,0.2950548,0.15277061,0.020377817,0.2423588
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7142857142857142,1.0,0.192196540962752,3,3,0.076490015,0.21179931,0.027068054,0.033646274,0.6509963
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.045006612252584,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.7777777777777777,0.1967904082806786,0,0,0.041743338,0.4352186,0.032358352,0.029284375,0.46139538
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.034786179823833,1,1,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.2193702335644231,1,1,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0507237678836852,4,4,0.289438,0.2950548,0.15277061,0.020377817,0.2423588
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.2551739161653578,1,1,0.07324008,0.8207543,0.018986136,0.012101532,0.07491795
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.2261001130045749,3,3,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.2347057593230898,1,1,0.23695023,0.2886588,0.17586929,0.023462143,0.27505952
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.0354812409441557,1,1,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.316049206466282,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0721317757701316,4,4,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0422699685324913,4,4,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0544404185486711,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,0.7777777777777777,0.1904255350848157,4,4,0.18044217,0.39204428,0.070837386,0.029208513,0.32746768
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0646728397125996,2,2,0.06236245,0.22944175,0.022256019,0.018575894,0.6673639
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.375709969306871,1,1,0.17294101,0.25167006,0.016952202,0.026431572,0.5320052
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7142857142857142,1.0,0.135456386702497,4,4,0.07237963,0.41221237,0.024462279,0.021678822,0.46926686
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.1290606897640034,1,1,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0718281625259153,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1026752308965552,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.0620281985952339,1,1,0.08835537,0.16476822,0.019437639,0.019935012,0.70750374
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0531397944040771,1,1,0.5827062,0.1311131,0.043058153,0.016341029,0.22678152
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4285714285714285,1.0,0.0253990436285997,4,4,0.067220025,0.3330344,0.02686198,0.017407266,0.5554763
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.095869390731008,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.1064167093848439,1,1,0.07324008,0.8207543,0.018986136,0.012101532,0.07491795
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.148140325760229,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1028553939963532,4,4,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.2117114707710371,2,2,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0866284748976397,2,2,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0511995434616402,4,4,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.6666666666666666,0.1565336321199452,1,1,0.07768946,0.19777748,0.02841494,0.032400437,0.6637177
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1954845516723236,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1244595478938489,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.6282458016157584,1,1,0.17294101,0.25167006,0.016952202,0.026431572,0.5320052
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0975668193545859,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1383745621561474,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.3196733734894642,0,0,0.18788141,0.2384484,0.14912933,0.02166453,0.4028763
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.2624193453563958,4,4,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.2034477656489624,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1119089094194306,0,0,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0431133417587922,1,1,0.289438,0.2950548,0.15277061,0.020377817,0.2423588
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.075830736611014,0,0,0.03467652,0.14875253,0.14588381,0.015093873,0.6555933
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0696928890314335,1,1,0.07324008,0.8207543,0.018986136,0.012101532,0.07491795
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.2889165170147957,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0648842796628035,1,1,0.10958048,0.73065084,0.023178197,0.014687469,0.12190298
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0484227624617002,1,1,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.047073562680814,1,1,0.0951033,0.26286152,0.026228257,0.018158792,0.59764814
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.1439644224336963,1,1,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1430603420759416,1,1,0.09833163,0.22097054,0.034158323,0.02032554,0.62621397
