trip_id,origin,originX,originY,destination,destinationX,destinationY,purpose,person_id,distance,time_auto,time_bus,time_train,time_tram_metro,mode,departure_time,departure_time_return,coordx_hh,coordy_hh,school_zone,coordx_sch,coordy_sch,household_zone,household car,job_zone,coordx_job,coordy_job,age,gender,employment,driving license,income
81,144,4457939.5,5404927.0,103,4452231.0,5402020.5,HBW,238,7.9194326171875,10.13744099934896,287.7709,69.32001166666667,166.66666666666666,autoDriver,429,929.0,4458973.5,5399227.0,2227,4526722.0,5379259.0,326,2,176,4455843.5,5404093.5,57,2,1,True,17220
83,98,4450434.5,5404928.5,133,4454802.938938675,5405148.605414543,HBW,240,6.21629248046875,6.354215494791666,50.31912,166.66666666666666,166.66666666666666,bus,283,824.0,4460144.5,5404902.5,4755,4501122.5,5303113.0,221,1,347,4461782.0,5400963.5,26,1,2,True,10512
89,223,4459067.5,5404819.5,149,4454639.471821192,5403831.778306872,HBW,269,4.78301953125,6.145328267415365,166.66666666666666,166.66666666666666,166.66666666666666,autoDriver,499,948.0,4456001.0,5399333.0,2221,4524286.0,5390001.5,319,1,144,4457452.0,5405038.5,20,2,3,True,0
91,317,4458409.5,5400351.0,371,4461509.5,5390459.5,HBW,273,11.9030966796875,12.946843465169271,80.80726666666666,80.2354,166.66666666666666,autoPassenger,578,1178.0,4456108.0,5403734.0,2899,4463823.5,5333337.0,177,0,336,4457836.5,5398010.5,20,1,1,True,13224
92,231,4459053.0,5403794.0,230,4460174.0,5404449.5,HBW,281,1.731726318359375,2.351500193277994,2.7758230000000004,166.66666666666666,166.66666666666666,autoDriver,543,1334.0,4458678.5,5402031.0,4619,4483013.0,5294513.0,213,1,253,4461551.0,5401820.5,49,1,1,True,26664
93,231,4459053.0,5403794.0,327,4455636.5,5398538.0,HBW,282,17.073875,12.53990987141927,52.75595,166.66666666666666,166.66666666666666,autoDriver,390,1011.0,4459332.5,5401025.0,4619,4479515.5,5299064.5,339,2,188,4458105.5,5404598.0,19,2,1,True,6672
94,310,4458454.5,5401030.5,326,4458929.5,5398663.0,HBW,290,2.68666259765625,3.937739817301432,16.561096666666668,166.66666666666666,166.66666666666666,bicycle,369,1006.0,4460199.5,5399680.0,2687,4457990.5,5331183.5,350,0,253,4461570.0,5401891.0,33,2,1,True,13872
97,234,4459355.0,5403356.5,326,4458980.5,5399053.0,HBW,297,5.76343310546875,7.969272867838542,68.56109166666667,166.66666666666666,166.66666666666666,autoDriver,554,1006.0,4459881.0,5403938.5,4885,4510725.5,5293034.5,235,1,340,4460425.5,5400988.5,33,2,1,True,13140
99,145,4458814.5,5405537.0,352,4461314.0,5397950.0,HBW,303,11.8626142578125,9.581124877929687,45.26586666666667,166.66666666666666,166.66666666666666,autoDriver,471,969.0,4459214.5,5404651.0,3168,4452581.0,5317990.0,223,1,144,4457778.5,5405671.5,30,1,1,True,24924
101,152,4455195.0,5403974.0,347,4461623.5,5401056.0,HBW,304,8.378916015625,11.132546997070312,40.89513333333333,166.66666666666666,166.66666666666666,autoDriver,514,1084.0,4452190.5,5402224.0,3171,4448109.0,5314276.5,101,1,230,4460174.0,5404449.5,41,1,1,True,87636
102,158,4452569.0,5402233.5,181,4457250.0,5404201.5,HBW,306,5.226237792968751,6.110391235351562,10.0,166.66666666666666,166.66666666666666,autoDriver,484,578.0,4457890.0,5402722.5,4489,4444761.0,5311963.0,207,1,173,4457174.0,5404689.0,31,2,1,True,17088
103,324,4458609.5,5400076.0,1196,4471009.0,5365175.0,HBW,307,44.427578125,29.204219563802084,241.58991666666668,184.6005166666667,166.66666666666666,autoDriver,408,1233.0,4455968.5,5407799.5,4493,4446196.5,5308293.0,134,0,144,4457420.5,5405292.0,35,2,1,False,12648
104,97,4446635.5,5403341.5,299,4456688.0,5400635.0,HBW,310,15.7148486328125,19.133955891927084,46.53914333333333,166.66666666666666,166.66666666666666,bus,316,968.0,4456775.5,5405006.0,2284,4502990.5,5358826.5,142,0,213,4458812.0,5402111.5,21,2,1,True,13308
105,324,4458785.5,5399936.0,1109,4453959.5,5384487.0,HBW,321,18.282248046875,16.997742716471354,317.01151666666664,166.66666666666666,166.66666666666666,autoDriver,458,535.0,4459491.0,5402723.0,4482,4484826.0,5311967.5,243,0,228,4460075.0,5404522.5,45,1,1,True,63000
108,247,4459069.5,5402070.5,53,4441381.0,5419812.0,HBW,327,32.06102734375,27.487394205729167,67.36072166666666,70.563355,166.66666666666666,autoDriver,376,998.0,4459664.0,5405366.5,1981,4473472.0,5339433.0,218,0,254,4462732.0,5403749.0,55,1,1,True,48168
110,314,4457934.5,5400118.0,144,4457785.5,5405223.0,HBW,332,6.981173828125,9.235960896809896,25.18819166666667,166.66666666666666,166.66666666666666,autoDriver,537,803.0,4456202.5,5403242.5,4266,4472210.5,5327470.5,200,0,165,4455504.5,5405034.5,49,1,1,True,71784
111,314,4457934.5,5400118.0,5,4434549.0,5419207.5,HBW,335,37.87209375,35.41706136067708,168.80601666666666,166.66666666666666,166.66666666666666,autoDriver,426,982.0,4457230.0,5404222.0,4382,4482125.5,5328471.0,175,0,178,4455979.0,5403535.5,20,1,1,True,10680
113,253,4461550.5,5401826.0,348,4462086.973622552,5399814.50913813,HBW,347,1.629581298828125,1.971548334757487,32.76743166666667,166.66666666666666,166.66666666666666,walk,853,1320.0,4456783.0,5403025.5,1807,4466298.0,5339994.5,201,2,189,4458600.0,5404749.0,32,2,2,True,5544
114,253,4461550.5,5401826.0,355,4461696.447661415,5397659.247231551,HBW,347,8.3733505859375,6.543682352701823,49.91674,166.66666666666666,166.66666666666666,walk,1220,296.0,4456783.0,5403025.5,1807,4466298.0,5339994.5,201,2,189,4458600.0,5404749.0,32,2,2,True,5544
116,184,4457496.5,5404503.5,144,4457612.0,5405333.0,HBW,354,0.8247621459960938,1.3626200358072915,14.441375666666666,166.66666666666666,166.66666666666666,walk,491,1010.0,4456968.0,5404759.5,854,4420360.0,5357737.0,173,1,349,4459222.0,5399478.0,67,1,1,True,56892
118,184,4457496.5,5404503.5,242,4461452.0,5403759.5,HBW,355,5.397884765625,7.538220723470052,16.562956666666665,166.66666666666666,166.66666666666666,autoDriver,470,768.0,4459380.0,5402539.5,627,4410954.0,5349180.0,243,1,227,4459765.5,5404551.0,26,1,1,True,15588
119,173,4457119.0,5404542.5,139,4457333.5,5405846.5,HBW,357,5.0329462890625,6.897848510742187,10.1701,166.66666666666666,166.66666666666666,autoDriver,464,703.0,4457472.5,5399300.0,1077,4433247.0,5346920.0,323,3,253,4461490.5,5401836.0,33,1,1,True,46344
122,154,4455098.5,5403689.0,99,4451832.5,5402771.5,HBW,366,4.027174072265625,4.804659016927083,10.959029999999998,166.66666666666666,166.66666666666666,bicycle,527,1136.0,4457826.0,5398173.0,2495,4439340.0,5315066.0,336,1,243,4459082.5,5402788.0,30,1,1,True,34224
123,164,4454009.5,5404886.5,249,4460050.0,5401865.5,HBW,370,9.3428798828125,10.359517415364584,166.66666666666666,166.66666666666666,166.66666666666666,walk,429,984.0,4456801.5,5404965.0,4617,4491697.0,5303878.5,142,1,144,4457733.5,5405147.5,43,1,1,True,27324
125,207,4457952.5,5402710.5,1166,4472593.0,5385084.0,HBW,375,27.210271484375,21.136260986328125,430.3550833333333,117.14773333333332,166.66666666666666,autoPassenger,582,1143.0,4456351.5,5404066.0,2212,4512743.5,5367880.0,177,0,226,4459401.5,5404390.0,22,2,1,True,11748
127,223,4458944.5,5404592.0,1822,4467867.094922846,5339572.863412037,HBW,383,75.840921875,44.14841715494792,198.28615,101.44113833333334,192.25426666666667,autoDriver,474,960.0,4457942.0,5401553.5,836,4418793.5,5358400.5,304,1,147,4454737.5,5404188.5,27,1,2,True,9132
128,242,4461880.0,5404021.5,255,4463749.5,5402632.0,HBW,384,3.754918701171875,4.067594909667969,22.781265,166.66666666666666,166.66666666666666,bus,443,697.0,4454559.5,5404088.0,662,4415238.5,5360911.5,149,1,321,4455976.5,5398594.5,55,1,1,True,32304
131,224,4459320.0,5404572.5,284,4444588.5,5400191.0,HBW,393,19.587275390625,20.560664876302084,50.68531833333333,166.66666666666666,166.66666666666666,autoDriver,440,997.0,4454073.0,5404115.5,2250,4534384.0,5376837.0,146,1,205,4457821.5,5403167.0,26,1,1,True,14112
132,164,4453951.0,5404446.5,284,4444647.5,5398867.5,HBW,403,14.4399677734375,14.025898234049478,40.68531833333333,166.66666666666666,166.66666666666666,autoDriver,402,663.0,4457521.5,5401366.5,1129,4463589.5,5376797.0,303,0,228,4460075.0,5404522.5,46,2,1,True,5316
134,325,4457802.5,5398605.0,399,4470794.0,5399624.5,HBW,411,18.49021484375,16.55725911458333,180.17975,50.408350000000006,166.66666666666666,train,471,1057.0,4457197.0,5404131.0,4887,4508908.0,5294820.5,175,1,346,4461245.5,5401339.5,38,2,1,True,17160
135,245,4458937.5,5402442.5,199,4458745.0,5403664.5,HBW,412,1.75216748046875,2.45316162109375,22.60823333333333,166.66666666666666,166.66666666666666,walk,384,901.0,4455859.5,5396914.0,4675,4515931.0,5329612.0,331,1,226,4459581.0,5404390.5,52,1,1,True,20964
137,245,4458937.5,5402442.5,346,4460757.0,5401208.5,HBW,414,1.802833740234375,2.387276458740234,12.7921275,166.66666666666666,166.66666666666666,bus,373,861.0,4459803.0,5403898.0,2587,4448554.5,5330024.0,235,1,176,4455843.5,5404093.5,18,1,1,True,5172
138,198,4458352.5,5403388.0,346,4460992.5,5401026.0,HBW,422,5.34523583984375,5.426666768391927,15.073006666666666,166.66666666666666,166.66666666666666,autoDriver,430,589.0,4459664.5,5403758.5,635,4409699.5,5343685.0,235,0,144,4457450.5,5405207.5,41,1,1,True,28776
140,241,4460763.5,5403526.0,137,4456403.0,5407690.0,HBW,430,8.6229287109375,11.015929158528646,43.67503666666666,166.66666666666666,166.66666666666666,autoDriver,494,1018.0,4456876.0,5398994.0,584,4412465.5,5361345.0,322,1,346,4460850.5,5401254.0,47,1,1,True,23016
141,216,4459097.5,5405016.0,280,4443005.5,5399872.0,HBW,434,20.785546875,22.259287516276043,81.51463333333332,73.51463333333332,166.66666666666666,train,428,890.0,4457294.0,5404132.5,460,4412927.5,5364285.0,186,1,140,4457070.5,5405721.5,69,2,1,True,6108
144,302,4457224.0,5400337.5,309,4458456.0,5401083.0,HBW,437,1.821338134765625,2.5394851684570314,4.518470333333333,166.66666666666666,166.66666666666666,bus,435,956.0,4462431.5,5404108.0,752,4415391.0,5359881.5,240,1,144,4457267.5,5405595.5,44,1,1,True,39960
146,173,4456979.0,5404627.5,39,4428105.0,5400256.5,HBW,449,30.843708984375,31.233357747395832,166.66666666666666,166.66666666666666,166.66666666666666,bicycle,506,1103.0,4458440.5,5403847.5,534,4434920.0,5374993.5,196,1,301,4456594.5,5400463.0,40,1,1,True,13212
147,154,4455098.0,5403606.0,227,4459908.5,5404544.0,HBW,451,5.816625,7.725913492838542,36.349050000000005,166.66666666666666,166.66666666666666,autoDriver,382,988.0,4458723.5,5405089.5,497,4420933.5,5372811.5,145,0,200,4456547.5,5403133.5,26,1,1,True,26472
149,304,4457902.0,5401696.5,250,4461209.0,5402519.0,HBW,454,4.5909765625,6.476818339029948,45.564485,166.66666666666666,166.66666666666666,autoDriver,744,1085.0,4455928.5,5399611.0,476,4425933.0,5378090.0,319,2,346,4460475.0,5401415.5,43,1,1,True,29448
151,317,4458161.0,5400472.5,345,4459699.0,5400210.0,HBW,456,3.36507958984375,5.279656473795573,9.0,166.66666666666666,166.66666666666666,bicycle,455,1019.0,4457973.0,5403207.0,455,4405201.0,5366322.5,205,1,229,4459663.5,5404151.5,31,1,1,True,33576
152,317,4458161.0,5400472.5,249,4460305.5,5402441.5,HBW,457,4.13296630859375,5.97086181640625,166.66666666666666,166.66666666666666,166.66666666666666,bicycle,424,1248.0,4460006.5,5404908.5,439,4395787.0,5371019.0,220,1,348,4463359.5,5402925.5,29,1,1,True,9984
154,306,4457891.0,5401149.5,147,4454426.5,5404610.0,HBW,458,6.5828969726562505,9.97191874186198,28.655808333333333,166.66666666666666,166.66666666666666,bicycle,411,1090.0,4455048.5,5403577.5,461,4409332.5,5363840.5,154,1,253,4461512.0,5401904.5,45,1,1,True,21264
155,344,4459327.0,5400418.0,226,4459405.0,5404372.0,HBW,464,4.664073730468751,6.487484741210937,37.3068,166.66666666666666,166.66666666666666,autoDriver,441,923.0,4459007.5,5402326.0,3300,4466124.5,5334942.0,245,1,164,4452877.0,5404303.5,22,1,1,True,11652
156,344,4459327.0,5400418.0,347,4461782.0,5400963.5,HBW,465,3.153656494140625,5.39914296468099,12.429656666666666,166.66666666666666,166.66666666666666,autoDriver,407,971.0,4458886.5,5402240.5,3732,4471587.0,5332011.5,245,0,227,4460036.0,5404527.0,23,1,1,True,11856
158,142,4456759.0,5405023.0,364,4456499.0,5393386.0,HBW,469,16.330583984375,18.583807373046877,299.0,166.66666666666666,166.66666666666666,bicycle,431,926.0,4450749.0,5404476.0,1140,4443350.5,5376516.5,98,1,167,4455879.0,5404410.0,17,1,1,False,5172
160,101,4452135.5,5402143.0,347,4461374.5,5401232.5,HBW,470,11.1623828125,13.629449462890625,54.33818833333333,166.66666666666666,166.66666666666666,autoDriver,264,873.0,4460804.5,5400634.5,122,4463430.5,5408804.5,350,0,144,4457267.5,5405595.5,43,1,1,True,26244
161,101,4452135.5,5402143.0,7,4428222.5,5415221.5,HBW,471,42.70362890625,38.77918294270833,335.1929666666667,166.66666666666666,166.66666666666666,bicycle,540,1022.0,4456381.5,5407180.0,231,4458953.0,5404089.0,140,1,141,4457147.0,5405571.5,42,2,1,True,5004
162,101,4452135.5,5402143.0,7,4428222.5,5415221.5,HBW,471,42.70362890625,38.77918294270833,335.1929666666667,166.66666666666666,166.66666666666666,autoDriver,406,1014.0,4456381.5,5407180.0,231,4458953.0,5404089.0,140,1,141,4457147.0,5405571.5,42,2,1,True,5004
165,326,4458753.5,5399160.0,1147,4459876.5,5374195.0,HBW,478,31.707458984375,27.673838297526043,477.4427,237.44271666666663,166.66666666666666,autoDriver,468,808.0,4460037.0,5405477.5,3457,4471132.5,5334806.0,218,1,173,4457158.0,5404844.0,58,1,1,True,22176
166,194,4457601.0,5403486.0,233,4459045.5,5403565.0,HBW,487,2.1426240234375,3.202506510416667,10.953474,166.66666666666666,166.66666666666666,walk,428,946.0,4457278.0,5404255.5,2944,4463376.0,5331480.5,186,1,173,4457074.0,5404868.5,36,1,1,False,30420
167,161,4455476.5,5403254.5,121,4463362.5,5408978.5,HBW,492,12.428748046875,16.247467041015625,55.01681333333333,166.66666666666666,166.66666666666666,autoDriver,425,979.0,4458030.5,5400508.0,1673,4489023.0,5348164.0,312,1,228,4460176.0,5404504.0,41,1,1,True,39312
169,350,4460324.5,5400087.5,101,4452121.5,5402351.5,HBW,496,10.90080078125,13.897982788085937,54.82443333333333,166.66666666666666,166.66666666666666,bus,484,874.0,4452517.0,5402256.5,1547,4464183.5,5338109.0,158,0,164,4452877.0,5404303.5,52,1,1,True,17580
172,232,4459452.5,5403963.0,243,4459036.0,5402820.0,HBW,501,2.12671142578125,3.119268544514974,3.492738666666667,166.66666666666666,166.66666666666666,walk,484,1091.0,4457776.5,5402688.5,2584,4446993.0,5329866.0,207,0,253,4461512.0,5401904.5,31,1,1,True,26640
